,x
11970,Who says #Brexit isn’t creating jobs! The British Embassy in Germany is hiring a whopping 3 more people to handle the thousands of questions coming at them! @BritsinGermany
11971,@Johnny_Brexit Never knew typos were so funny. I'll change career and become a comedian.
11972,@cleay @mcpete @ambuss @gingermarauder @hawktalk_blog @Steven_Swinford @StevePeers That’s true.... and of course if the Uk company can make the future trade under post Brexit similar to the French offer the cost and risk of change may mean they deal with the Uk solution ongoing. Impossible to predict but entirely possible - it’s how business works.
11973,"I’m sorry ⁦@jrvking⁩ but this is bollocks, Jim does NOT represent his constituents on Brexit, he is one of the few Labour MPs pushing us towards a hard Brexit. He has never explained his rationale but he is in the company of Kate Hoey and other extremists. Shameful. https://t.co/W3OvoiEGO2"
11974,"@graceblakeley @LenMcCluskey Ok, if you are an economist, please ask him how his stance on Brexit is helping his members? What is the likelihood of workers rights being protected or improved once thrown to the American wolves and disaster capitalists? I dare you being honest with him."
11975,UK construction industry shrinks as Brexit hits confidence: https://t.co/MWz06KXavM https://t.co/Kae36b2TtC
11976,"This UK government is not fit for purpose . There are no checks and balances to prevent misuse of power.
Bribery, lies, obstruction to improve their own personal wealth and failing to protect jobs and the economy.
Whatever happens with Brexit we need a public inquiry,"
11977,@Michael_Heaver @PrisonPlanet Should've hit back that the changes to the car industry would have happened without Brexit because they're about diesel regulation and falling demand. Hilarious that they still continue with nonsense unemployment numbers.
11978,@Usherwood The no deal #brexit scare touted as negotiations trump card by @Jacob_Rees_Mogg fails to impress the head of German industry.
11979,Yet another casualty of #Brexit and a threat to jobs and research in Britain - Brexit Britain will be 'lost in space'. Beggars belief really! #brexitshambles #peoplesvote @mtpennycook @charliejrome https://t.co/qzvzSJ1X7f
11980,"@kevjmclaughlin @CooksAutoRepair @WeNeedEU @Eddystone506 And yet unemployment is down, full time employment is up. Is the fantastic increase in UK employment also ""Brexit's fault""?"
11981,@Norro21 @DavidLammy Ben please give up. The only thing you are achieving is proving how blinkered and condescending some remainers are. I have created 300 jobs in Glagow despite Brexit. What have you done from your comfy chair?
11982,"Getting in to work there was a government poster on Regent rd about organisations making sure the workforce is ready for Brexit. 

It doesnt help me to see this half an hour before our monthly company meet."
11983,@Guysley Utter bollocks. Then again I expect nothing more from the Brexit Broadcasing Company.
11984,"Long wish list from @tfbrexit #LeftBrexitTour in Cov tonight. Far from ""injecting Brexit with new ideas"" it's left social democratic day dreaming: return to industry, more trade unionism, a ""left internationalism"", end to austerity etc. All promised by Labour Party people here 🤣 https://t.co/aHHZZdajWd"
11985,"25 days to #brexit

🔵 @ByDonkeys are coming to NI and want suggestions for posters https://t.co/BGnjXdXO1Y

🔵 'They're coming over here and taking our jobs, and they're not even working' https://t.co/rZCKoYMDsD

🔵 ciallaíonn breatimeacht breatimeacht https://t.co/mSmcnVOrWk"
11986,@GMB Absolutely not. Insulting to us ordinary workers.  Can't get Brexit right and knife crime out of control and what about austerity😤😤
11987,"Stronger Towns Fund!  Are these towns stable too or do they have hospitals, care sector, tourism and agriculture struggling to cope with economic impacts of no CU and lack of workers from EU. We have to stop the madness of #brexit. https://t.co/odX256pQkR"
11988,"Yet another industry kicked in the nuts by Brexit stupidity, from a man who should know https://t.co/FtR6hNmRLY"
11989,@LBSProtect I work for a motor company and its roughly 50/50 in our office! The biggest threat to my job is the decline in diesel sales and the big push to go electric! Certainly not Brexit.
11990,"@EoinGriffin11 @jeremycorbyn It's because the EU have dropped tariffs on Japanese cars. This would not have happened without Brexit, as the Tariff would be needed to protect British (EU) jobs"
11991,"@BrexitBin what's at the root of promoting Brexit in the first place
https://t.co/sF5EbZg0Cf"
11992,@Femi_Sorry @CllrNickSmall @ToolanTw @CentralBLP @RiversideCLP @Liverpool4EU No you plonker those agency's farm out their work to national civil services who then do the legwork having a board of five EU medical agency workers deciding on medicine for the whole continent would be required after brexit
11993,"Regardless of Brexit, the UK Space industry will flourish.  Our industry is flourishing under a first rate agency.   Our partnership with ESA is not dependent on EU membership.  Our industry is the most global there is.  The future is very bright.

https://t.co/EUU05iT8f5"
11994,@jeremycorbyn Almost certainly everything to do with Brexit- they are not the only Japanese company pulling the plug on us- brexit a a disaster for Uk jobs......
11995,UK auto industry under siege as Brexit pressure escalates https://t.co/mauQ84tmLh
11996,"Farming, car manufacturing, construction,
One industry after another is being devastated by #BrexitShambles,
&amp; all the Con Govt does is to stir up more chaos on every front.
If only we could vote them out: https://t.co/d4EiU9WDVi #PeoplesVote"
11997,"The ever failing #ChrisGrayling,
He could sink the vital #Probation Service by wasting millions of pounds;
But he keeps a company with no ferry afloat by paying them millions from public funds for his own mistakes: https://t.co/f6tnN4qzPU"
11998,"@morefluids If you want to advance your career then leave the UK, Brexit will destroy the NHS and the need for for extra staff."
11999,"#ALLCAR The automotive industry is broadly in favour of the UK remaining in the European Union, according to a survey by Autocar of the main... https://t.co/RSB05ZNDd9 https://t.co/88fd6soOix"
12000,"@CooksAutoRepair @engcountrylife @WeNeedEU @Eddystone506 I’m fully aware thank you, I referenced the upto 10,000 jobs in manufacturing and the supply chain that brexit has cost."
12001,@jeremycorbyn Very laudable Jeremy but Honda workers wouldn't be in this mess if YOU as OPPOSITION LEADER had fought brexit as the party membership wanted you to do.
12002,"@GMB Absolutely not!!! What about the thousands of public sector workers who have had, and still have, a pay freeze for the last 9 years?!! The mess of Brexit they should take a pay cut!!"
12003,@Brexit______ Yet Honda are closing an entire plant losing 3500 jobs and you concentrate on Tesla closing a few retail stores. More than a big finger fella!
12004,@jeremycorbyn Honda will not stay unless the UK remains in the EU.  It is not just car manufacturing that we are losing because of brexit - thousands of jobs will be lost.  Labour must get behind a People's Vote and Remain with all their heart and soul!
12005,"Brexit good news
Tilbury https://t.co/t9kECEGLIe billion investment to expand docks to
Become a world trading port creating up to 8,000 jobs.

Jaguar Landrover big investment in Manchester.

Aston Martin expand in Newport.800 jobs.

Toyota New Corolla saving Derby job

BBC quiet"
12006,"UK construction industry contracts due to Brexit  

#Brexit #Gloucester #Stroud #Cheltenham
 https://t.co/g8nXL90hcx"
12007,"Falling immigration hitting  construction industry as more than 70% of contractors say they will struggle to operate without EU workers 
One said bluntly: “If we have no access to EU labour we will not remain in business.”
#Brexit #Gloucester

 https://t.co/jpY3Uvg4J8"
12008,@Monevator Really?  How does Brexit explain the Turkey closure?  Is this not due to the FTA that Japan has signed with the EU and the massive change in the car industry as we move to electric vehicles?
12009,@jeremycorbyn Britain once had a thriving creative auto industry - labour unions killed it - Mrs Thatcher tried but couldn't save it - now you're lamenting a Japanese car company leaving - Brexit is not the problem - but deep socialist communist rot parties like your's created 50+ yrs ago.
12010,"Brexit is definitely having an effect already as my local car wash is now 90% African &amp; only a few months ago it was 100% European,
I thought once the Europeans left the English would take back their jobs😳"
12011,"@SocialM85897394 Problem Henrik is that you're cockily advocating the end of the UK +its peeps but take ur head out of your ass for 1 minute+check the economic indicators, y'know the ones about 'full employment' +'fastest growing economy in Europe'. If we're this good now, imagine us after Brexit"
12012,"Politicians are agreeing to her surrender ""if"" she resigns. Brexit has been hampered by politicians career ambition moves to the detriment of the electorate. 90% of them will be removed Post-Brexit and replaced by candidates that put Britain first. https://t.co/wC4T29jqnd"
12013,#Brexit Are we talking here about the Bribe May's planning to give Northern Towns over 7 years? Def won't compensate for loss of EU funding or JOBS. https://t.co/reFWPoOi1x
12014,@TolgusB @LukePollard You're asking for a no deal brexit but want them to boost the economy &amp; employment. You're literally setting yourself to be disappointed. Leaving the EU will damage our economy and is going to cost jobs.
12015,UK Auto Industry Under Siege as Brexit Pressure Escalates https://t.co/TNj17qxmFj
12016,"@Will4Planet Does your company rely heavily on EU financial contributions? I suppose with Brexit, there may be financial consequences to companies such as yours, which has a base in Germany, but not the UK. So I find myself questioning your motives behind such a blog."
12017,Under you the commie workers would be striking instead no ? If you were so worried why didn't you co-operate with the government earlier regarding brexit and have a clear policy?. https://t.co/ImrywC10XP
12018,"@AlynSmith @DerekMackaySNP Folk forget, Scotland got a poor deal on entry to EEC that cost us our fishing waters, steal industry and much more. Our population collapsed as a result. If we leave on a poor deal then we can always blame the fools who took us in. #brexit"
12019,"@jeremycorbyn And is nothing to do with brexit ya thick shit!
The company said it themselves. 
Maybe you need another knock on the head. https://t.co/MKFODqlYhF"
12020,"This is very logical good advice, so very simple I just can't see how the government can't see it. Now wait a moment, of course they can but most of them never wanted #brexit in the first place. I guess they are waiting for their lucrative Brussels jobs. https://t.co/kE28pCc0QQ"
12021,A threat to anyone’s employment for being pro Brexit would be illegal- get a no win no fee lawyer even if it’s been suggested
12022,"@eggsypony I do think the brexit is a scaremongering scenario though. I voted out &amp; would again. Maybe if they stopped giving out the dole,  people would have to work meaning not needing to reply on foreign workers. But I’m sorry you are having to close your doors x"
12023,@thomasbrake @theresa_may No jobs being created by brexit. ONLY hundreds of thousands lost.
12024,@jeremycorbyn Car industry is going through a revolutionary change nowt to do with brexit ...
12025,"Conference call confusion: Is the joint French, British fighter program ‘terminated’?  Another casualty of #Brexit  @BBCNews @foreignoffice @BorisJohnson https://t.co/kvU0Vdhsu7"
12026,"Amazing ignorence in some of the replies to this
Apparently the UK will be fine without £12bn and 40,000 jobs

That Brexit really is a money tree

No cars, no aircraft, no space projects!
Maybe the #ERG, farage &amp; Co can grow more lies and we'll live on them
#StopBrexitSaveBritain https://t.co/MHkdmumBmz"
12027,How might #Brexit cripple UK #pharma? Read our medical communications blog here: https://t.co/GGMj1aWbPE
12028,The government's Brexit policy is failing businesses so badly that workers are petitioning their employers to stay in the UK. Honda's decision to close its factory in Swindon is a huge blow to thousands of workers and the whole community. #SaveHondaSwindon https://t.co/DDfXLFrxnr
12029,"@Andrew_Adonis And a no deal Brexit, with WTO terms will allow a flood of china from Brazil and China, and completely decimate the pottery industry once and for all."
12030,Brexit has Britain in a turmoil - perhaps another reason their wine industry is booming. My article: UK’S THRIVING WINE BIZ https://t.co/MXLw9Qp6d4 @VisitBritain
12031,"@Femi_Sorry @CllrNickSmall @ToolanTw @CentralBLP @RiversideCLP @Liverpool4EU The Galileo fiasco is a massive Brexit own goal. 

The additional cost UK taxpayers will have for the UK's own version of Galileo is only part of problem. The other issue is specialist jobs are moving from UK to Spain to continue the EU's work on Galileo 

https://t.co/SyKf2X1Ftg"
12032,UK construction industry shrinks as Brexit hits confidence - business live https://t.co/YkAEJnJpgP
12033,"Companies in Europe have put contingency plans in place for a no-deal #Brexit starting 29 March. Now they don't want a delay of a few months as it will cost them more. Why would they?

 https://t.co/tEnwrebrHh"
12034,"Nissan apprenticeships on offer at upcoming recruitment fairs 

Despite Brexit https://t.co/4LxZtGttJp"
12035,@DancingTheMind @MarkBartlam @bmj_latest @PeterStefanovi2 @drphilhammond @NHSforPV Brexit is likely to accelerate the shortage of doctors and nurses as conditions for the NHS deteriorate following the loss of EU workers and the weaker economy being less able to support it in terms of resources.
12036,"@ManSci4EU @hellsbellsEU @BBCRadio4 @NHSforPV @nhs_together Brexit is a massive disadvantage for science in the UK. We are already seeing the effects in reduced overseas students in universities, reduced EU funding for researchers, extra cost to bear for our pharmaceutical businesses, and a hit for Britain’s space industry."
12037,Got this through the letterbox today. So the rich elite are splashing their cash again. They will profit from a no deal Brexit whilst this country goes into recession and jobs are lost. Sickeningly callous @Simon4NDorset @Dorset4E @dorsetnative https://t.co/UFj8p9l7NQ
12038,@thomasbrake @theresa_may And what about all those getting new exciting jobs due to Brexit?  Forgot about that one agh?
12039,"Today @FocusOnLabour published our view on the key risks of #labourexploitation in post-Brexit migration schemes. I recommend those concerned about the treatment of workers in the UK read it! ""Disposable Workers: the Future of the UK's Migrant Workforce"" https://t.co/o8I8n2lRRN"
12040,Just been interviewed by a German TV company about Brexit. I managed not to swear once. Normally this pub has a mix of people but tonight everyone in is anti-Brexit. Normally I'd shy away from cameras but I have stuff to say.
12041,"Why is it the areas which have seen their shipyards, coal mines and steel works close... that somehow have the strongest belief that their jobs are safe from Brexit?
The phrase ""national tragedy"" really doesn't cut it... https://t.co/FHDw3a2SIg"
12042,"French customs workers show what a post-Brexit world might look like by working to rule, sparking traffic jams around the port of Calais https://t.co/NXmM4y30H1"
12043,@jhazan Picture of whims of no-deal Brexit https://t.co/EF1zlLXDxv
12044,"@LeaveMnsLeave @IsabelOakeshott Maybe while you’re walking you can come up with a solution to the Irish border issue or the massive damage to jobs and the economy caused by Brexit. But then again, probably not. 😐🇪🇺🇬🇧#PeoplesVote"
12045,"Work places / professional environments, like the one I work in, where it is career suicide to support Brexit, are not rare but they are not common either.

Work places / professional environments where it is socially suicidal to support Remain don not exist.

(I work in law btw)"
12046,"@JoanneOfford @Andy_Suth_UK @Rachel5742 That was almost 3 years ago....  

Knowing that 2.5 million more people are set to lose their jobs might just change the way votes are cast.

That's why they call it democracy.  With better information, better decisions are made.  

Hope you figure out what's best for all."
12047,@JamesFricker8 @LBC @Nigel_Farage Labour have time &amp; again emphasised their manifesto pledge regarding the EU which is to try &amp; procure a Brexit that delivers on jobs &amp; the economy. That’s still the case. Protecting the many. #NeverTrustaTory
12048,"What a surprise!

The U.K. government pulled a debate on a key piece of Brexit legislation after Jersey, Guernsey and the Isle of Man warned against plans to force an end to secret company ownership.

https://t.co/nnqTS3NcZX"
12049,Looking forward to meeting with @citylordmayor tonight with 20 @ScotFinEnt members. Really keen to discuss how we can collaborate to ensure the continued success of our industry beyond Brexit. @cityoflondon https://t.co/OjGGb14pkr
12050,"No deal better than uncertainty, says head of German industry https://t.co/Aj8tZ1kTYo"
12051,"@CatioMiles @Johnyshan @bphillipsonMP @Femi_Sorry The plant employs 6700, and supports a further 27000 jobs, 3/4 in the North East, let’s not forget North and South Tyneside and Gateshead voted leave, where I’d imagine an awful lot of Nissan employees live, yet Sunderland seem to have become the poster boys of Brexit! Sick of it"
12052,"Will it be enough? I don't think more on cyber, border control and defence will be enough to compensate for Brexit and much wider #France and pan #EuropeanUnion issues of jobs, cost of living and #inequality. https://t.co/emZvqCV0Ib"
12053,"Looking at what is happening @UKLabour headquarters today I know I made the right choice whe  I resigned last year. I want rid of the ""jobs for the boys"" we had resigned ourselves to. I want politicians who can focus on big issues. Like Brexit. #ChangePolitics"
12054,"@business Brexit will benefit the Brits, same can be said about a Swexit. 

We're all tired of paying for the failed cultural project EU. 
It only created jobs for politcians in Brüssels anyways."
12055,First segment on the RTE #FakeNews laments the impact Brexit may have on Irish fishing. Disregarding research suggesting EU membership has cost the Irish fishing industry 200 BILLION since the 1970's. And the irony is the only way to preserve the industry after no deal is #Irexit
12056,"No surprises there then.

Theresa May's new Brexit chief called to turn 'back the clock' on workers' rights https://t.co/CtxLvpHKiC"
12057,"#UK #factories stockpiling at record rates ahead of #Brexit, says survey
https://t.co/5hEN5TnQmg"
12058,"@MattHancock I look forward to death of you political career now also. Repeating May's ""vote for the deal"" dross will come back to haunt you and your family post brexit. #dissolvetheUKunion #indyref2"
12059,@FoxInTheBoxFM Aww with the work I do jobs are always there but I don't know if the environment are even better. Hoping to get nursing over in England in September but with brexit it could cause alot of more problems
12060,"So far in #ProjectFear after #WTOBrexit we are going to:
😱Starve to death because of high food prices
😱Be flooded with cheap food imports, making farmers unemployed
😱Businesses won't be able to get any workers
😱Have massive unemployment

All at the same time!"
12061,"Actuallully, I've been surprised how patient the Europeans have been. I would have said feck off a long time ago.

https://t.co/HmHI0tgdRz"
12062,UK construction industry contracts on Brexit uncertainty- Survey shows worst reading since Beast from the East suspended building works last year via @FT https://t.co/PVlpRIs1qq
12063,"One of the UK's most successful space entrepreneurs has launched a withering attack on Brexit, labelling it ""galactic scale stupidity"". Will Marshall's Planet company operates the world's largest satellite... https://t.co/90CAZLyChd"
12064,"This civil servant (in a different country) was struck by this line: ""For the 2012 Olympics, staff who stayed until the opening ceremony were often warned that it was bad for their career.""
If working on a well-understood event is thought to hurt careers...then what about Brexit? https://t.co/nVbdGxUhMs"
12065,@LabourfutureUK Just about the whole parliament needs cleared out. They are all dinosaurs. Brexit is a post colonial hangover from the over privillaged. Too many clueless people in jobs of status because of who they are. And it shows.
12066,@JohnMannMP And will NEVER offset the business and jobs departing the UK due to Brexit. WAKE UP John
12067,"Worrying. Increasing mood music about ""no deal, then, it's better than dragging it out"" - and there's no time to find an alternative plan. If I were a Brexiteer I would be terrified. https://t.co/NwrmCEzZ0t"
12068,@classiclib3ral He’s spot on  those lazy good for nothing foreigners stealing our jobs and not even working even the Doctors and then they have the gall to send their money home can we send this guy to negotiate the Brexit deal he clearly has full use of his brain 👏 😂 😂 😂 #fuckme
12069,"@cyclisethecity @CHAIRRDRF @citycyclists Perhaps SUVs are the last hurrah for the British car industry. After Brexit drivers will just be driving even heavier electric 4x4s from Germany and Japan. Motoring is getting cheaper and with EV subsidies, cheaper still. I'm realistic. Car-dependency is a disease."
12070,"Successful space entrepreneur brands impact of Brexit - on UK industry worth £12B with 40,000 jobs - ‘galatic scale stupidity’.  BBC News - Brexit Britain will be 'lost in space' https://t.co/pQwUk8kMlG"
12071,"The Independent: Brexit: Labour accuses Theresa May of ‘empty rhetoric’ on workers’ rights amid changes to vital protections.
https://t.co/L1k87PKcAM

via @GoogleNews"
12072,UK auto industry under siege as Brexit pressure escalates https://t.co/WdzIx9vEQw
12073,@tomhfh @rustinpeace00 Yeah but it *will* be a jobs-first Brexit after all because Whitehall will need fucking millions of compliance officers to sort out all these Labour GDPR breaches 😂
12074,"@fish_in_a_hat @UKEmigration2EU @Anna_Soubry They demanded other stuff too, like legislation on workers' rights, but all of it, including the bungs, depends on trusting Theresa to deliver. Guess they'll demand higher bribes.

One day, Brexit will be an entertaining board game of skill and cunning for the whole family."
12075,"@CarolineFlintMP I tore up my membership card last year and will never vote Labour again. 
You are enabling a Tory Brexit and a right wing take over of this country which will destroy jobs, the NHS and all the standards we enjoy to keep us safe at work and table.
Despicable"
12076,"#brexit even Will Shakespeare couldn't write a darker, more tragic more icy tale. All about fear of foreigners ""taking our jobs"", stereotyping of gargantuanly immoral proportions, &amp; utterly flawed government strategic ""thinking"" #FBPE"
12077,"Speaking in the wake of the British prime minister’s suggestion that the UK could request a two-month Brexit delay, Kempf told the Dutch newspaper Het Financieele Dagblad that he felt no relief at the apparent U-turn by Theresa May.

https://t.co/HtgSMeHl92"
12078,UK auto industry under siege as Brexit pressure escalates (from @AP) https://t.co/ZhL8uKo4cy
12079,"@millerham @sksanglia @Scouriebeast @polkapiquee @CanaryAndy @pedromakee @BethRigby @adamboultonSKY @BBCNewsnight @BBCNews @George_Osborne Are you saying there that Brexit is responsible for the low unemployment figures as less ""damned foreigners"" are taking up jobs here? Of your 2 examples I would want neither, so I'll repeat - we've not left yet, so can we really say we've felt the full consequences (good or bad)?"
12080,"Wondering about the beleaguered Brexit dividend now, I don't think people will be fooled buying into stock in that company #Brexit PLC
# 1.6 Billion"
12081,"Concerned about what Brexit might mean for you and your company? 🗺 Join us in the Club Room, from 13:00-14:00 on Tueday 12th March, for the highly-anticipated seminar Contested Identities: Writing, Writers &amp; The Brexit Enigma at #LBF19"
12082,"@brexit_sham 😐 the 'elites' don't care about the 'backstop'..they're more afraid of what April brings..It's one of the reasons she avoids talking about 'what's on the table'..!!😈 

https://t.co/gCcwD6Eo0y"
12083,"@LPrivileged Rioting in Berwick? I don’t think so! YOU want Brexit, @annietrev - I don’t think you are acting in the best interests of the people of north Northumberland. It’s not going help the sheep farmers or the fishing industry."
12084,@classiclib3ral @therealbenvo this is doing wonders for the West Ham fanbase.. 'They are taking our jobs and not even working'... To be honest though I've heard more stupid people when speaking about Brexit and some of them are front benchers in government... This country is fucked!
12085,"@KateHoeyMP @BBCNews @RobBurl Do you not think that its worth reflecting that we should get informed consent from the people again? Since the Referendum almost three years ago, there have been around 215,000 announced jobs lost in firms citing Brexit. You wouldn't have major surgery without a second opinion"
12086,"One of the UK's most successful space entrepreneurs warning that brexit will do immense harm to Britain's space industry doesn't do the brexiteer's British exceptionalism narrative any good.

https://t.co/YsdysVrycl"
12087,"Construction to create 168,500 new jobs despite Brexit https://t.co/Urn3V7m2ce - via @ConstructionEnq"
12088,"One of the UK's most successful space entrepreneurs has launched a withering attack on Brexit, labelling it ""galactic scale stupidity"". — Will Marshall warns EU withdrawal will do immense harm to Britain's space industry. The UK will be ""lost in space"". https://t.co/QS7JUCj8bR"
12089,"@millsytrfc Chicken soup prices have rocketed since Brexit . Plus it’s mid March in Oldham , the coach company will have to pay for ice chains on the tyres"
12090,"@Brexit i prefer to continue making $30,000 weekly in binary options/forex trading and helping people to invest than this🇺🇸 You can also make huge profit daily and weekly than depending on your jobs! write me here or contact me on whatsapp +13475076056 for more info!"
12091,"We cannot wait for tomorrow's Breakfast Briefing @TheSpencerHotel 
which focuses on HR &amp; Employment Law Landscape in 2019. 
Topics up for discussion include: Gender Pay Reporting, the Employment Act 2018, Brexit and much more! See you at 7.30am! #TalentSeries #OsborneRecruits https://t.co/J7ytB3ca8m"
12092,"“The real reason the EU won't be able or willing to stop trading with us is that the German car industry won't allow it.""
- Nigel Farage

https://t.co/DprKHKGthf"
12093,@andreajenkyns Surely the EU prevents many measures owing to protectionism.  If that spin is on it. Surely you can save millions of jobs. Also encourage a no deal Brexit.
12094,"@SouthportTories @damienmooremp What about @theresa_may an her 9 u-turns, Brexit, A British Bill of Rights, Hinkley Point, Workers on Board, National Insurance, Early Election, Energy Price Caps, Social care and Foreign Worker Lists, pots and kettles Mr. Moore!"
12095,UK construction industry shrinks as #Brexit hits confidence - business live https://t.co/VQRMUw4DFd
12096,Brexit uncertainty impedes manufacturing industry growth https://t.co/BzxbXapuRJ via @Consultancy_uk #tech #digital #data #Business https://t.co/RhseC4dkAl
12097,"@itscaptainwow @guardian @realDailyWire @benshapiro Tom you have know interest, you are a lefty who enjoys quiz nights and console gaming. You are playing a BAD virtue signalling game. 

You are a lazy waste of space in the UK and really should consider moving, after the #brexit we need hard workers not spineless morons."
12098,@theresa_may The spirit/resolve of this nation is to smash your treasonous BRINO betrayal of Brexit and punish scummy Tory remainiac MPs by putting them on the dole. With a decent Govt in your Civil Service pals jobs  and your pension will be on their way out also. Treason has penalties May
12099,@gareth_snell @guardiannews @guardian Hey Gareth you know that Brexit will destroy what’s left of the pottery industry in Stoke - why aren’t you speaking up ???
12100,"They are fed up on the EU side too.
No deal #Brexit better than uncertainty, says head of German industry. https://t.co/nI4zAw4812"
12101,@lbc And what about the fishing industry? Brexit will allow us to put funding where WE want it.
12102,"@gsclayton We have less employee rights than most of Europe on things like redundancy, dismissal and sick pay. https://t.co/65z7zo2k8b"
12103,"One of the UK's most successful space entrepreneurs has launched a withering attack on Brexit, labelling it ""galactic scale stupidity... Post #Brexit, no CEO would locate a space company in the UK"", Will Marshall argues. 
https://t.co/fmiVqXE6q1"
12104,The UK's ports sector is laying out a ten-point plan of simple reforms that can turbo-charge UK's ports industry at this vital time for trade in the UK https://t.co/cbWh7BMgnV https://t.co/2J6ozToHyi
12105,Brexit Checklist for the Pharma Industry https://t.co/NC5YEvwDrd
12106,"From Brexit to slowing growth in China, global economic concerns are growing. Six tips to position your company for #success in a slowing #economy:"
12107,Does that mean he get us all jobs in Dublin after Brexit? https://t.co/HaFWvQW0DL
12108,"I designed a questionnaire based around my research paper topic entitled ‘Brexit’s potential effects on Northern Ireland’s tourism industry’. If you are from Northern Ireland please take 5 minutes to complete this survey! Many thanks!
https://t.co/FG0cwWNJvQ"
12109,"Keeping the #Lights on After #Brexit: No-Deal's Impact on #Energy

If a no-deal happens, here’s what it could mean for the country’s energy industry - according to Bloomberg. Very interesting read, thanks https://t.co/7OiQ6Yi0Vh"
12110,"Hi ⁦@MGreenwoodWW⁩ 

Just checking in with my MP. How do you feel about this?

Maybe a PeoplesVote would let you know how WE feel?

Your constituent,
Ian. 

Brexit Job Loss Index: 213,943 Jobs Lost As Of 22 Feb 2019 https://t.co/aqYwBMwIuA"
12111,"@KenFGalaxy @Sliother @LBC @NickFerrariLBC Do i trust ANY of the numbers. Probably not. Both sides of brexit divide can use friendly nbrs to make a case. I would like to have KPIs that represent economic performance. GDP, RPI, employment rate, wage inflation, net investment, manufacturing index, BofT, etc are indicators"
12112,".@Andrew_Adonis good point. EUref 2016 disorderly, normal result =52.1% #Remain; #BREXIT will reduce real income by more than 10%, most decisively for workers.https://t.co/b7KXdgJm0G https://t.co/0R1wSahAvg"
12113,".@Brexit #BREXIT will impoverish North-East England and Wales (real GDP UK will drop by 15%), workers= main losers of BREXIT. Great economic contradiction of #May policy. #EUref2016 was disorderly, normal result =52.1% (based on UK popularity function) https://t.co/b7KXdgJm0G https://t.co/ough2oZIxh"
12114,".@Andrew_Adonis #BREXIT will impoverish North-East England &amp;Wales (real GDP UK will drop by 15%), workers= main losers of BREXIT. Great economic contradiction of #May policy. #EUref2016 was disorderly, normal result =52.1% (based on UK popularity function) https://t.co/b7KXdgJm0G https://t.co/ough2oZIxh"
12115,"@Andrew_Adonis .@Andrew_Adonis good point. EUref 2016 disorderly, normal result =52.1% #Remain; #BREXIT will reduce real income by more than 10%, most decisively for workers.https://t.co/b7KXdgJm0G https://t.co/ib95AGRwW6"
12116,"@Andrew_Adonis .@Brexit #BREXIT will impoverish North-East England and Wales (real GDP UK will drop by 15%), workers= main losers of BREXIT. Great economic contradiction of #May policy. #EUref2016 was disorderly, normal result =52.1% (based on UK popularity function) https://t.co/b7KXdgJm0G https://t.co/Y7ry88JUYT"
12117,@IanDunt Are the hardcore group of marchers people who have already lost their jobs thanks to Brexit?
12118,"We're in the age of uncertainty for sure, watching the Brexit debates &amp; am wondering if we will ever see anything 'stable' again. Reviewing your operating model is a must, is your company in a fit state to respond to a rapidly changing environment? https://t.co/l00kovIvqv"
12119,"""Post Brexit, no CEO would locate a space company [in the UK],""  https://t.co/hqtpbdXYrK"
12120,"French customs workers show what a post-Brexit world might look like by working to rule, sparking traffic jams around the port of Calais https://t.co/KOmpA5OXj2 via @WHorobin #tictocnews https://t.co/WiejY2dDFH"
12121,Britain aims to build an industry-leading car-battery factory to accelerate a push into electric vehicles as Brexit and an over-exposure to diesel models hurts demand and jobs https://t.co/tJYIMaxYpe via @irenegperez @AlexJFMorales #tictocnews https://t.co/Mj6vcDflqh
12122,"The UK government pulls a debate on a key piece of Brexit legislation after Jersey, Guernsey and the Isle of Man warned against plans to force an end to secret company ownership https://t.co/vCbJCdjKB3 #tictocnews https://t.co/nA1aGlrZvV"
12123,"#EU countries are implementing their own contingency measures on the occasion of #Brexit - here some comments on the Spanish legislation, with special reference to rules affecting #workers https://t.co/pHTJRAaKNH"
12124,@TPointUK 1/ just received a local publication saying my community  will lose 2500 jobs in a no deal brexit and that nationally some 750000 jobs will be lost. In the world recession  from 2008 to 2011 in employment rose by at least 5%. Not my figures btw. And is now half that the best
12125,@lisanandy @campbellclaret A Brexit you are facilitating. There is no such thing as a “jobs first Brexit”
12126,"Recently Edmund Proffitt (Head of BDIA) came Dental Directory to talk to Paul Adams (MD of Dental Directory) about the impact of #Brexit on the dental industry.

Take a look at their discussion here:
https://t.co/BVNoMiBGJM

#dentalnews"
12127,@LeaveEUOfficial WTO with no strings attached to corrupt parasitic EU is the Brexit that was voted for. Anything less is a betrayal and WILL have every self serving MP looking for employment come next election. Would you employ such treacherous lying bone idle fiddling expense half wits? Not me!
12128,"@FriendofHarlow @AndyMcDonaldMP @jeremycorbyn Yes, but he had to chop it down to panic build a boat when he realised the ferry company he had bought had no boats.   Now we've got no ferry company, no brexit deal, no 2.7billion pounds and the money tree boat sank, as well.  He's a tory, though. They break things. We knew that"
12129,"Communities Secretary James Brokenshire is funding local government to the tune of £56.5m so they can plan for Brexit while Theresa May provides so much uncertainty, planning is impossible. Brexit is just a bonfire for our money spent on needless endeavours and pointless jobs."
